,TOTAL_RECORDS,TOTAL_SUM,MEAN,STD_DEV,MEDIAN,MAX,MIN,ZERO_RECORDS,NON_ZERO_RECORDS,NA_RECORDS,NULL_RECORDS,Segment 1,Segment 2,Segment 3,Segment 4,Segment 5,Segment 6,Segment 7,Segment 8,Segment 9,Segment 10,COLUMN_NAME
Population,2007992.0,-412479940370359.0,-205419115.40004092,144301475.85936725,-177541609.0,72038801.0,-495474347.0,0.0,2007992.0,0.0,0.0,-495474347.0,-434230675.0,-378058627.0,-276454579.0,-216974855.0,-177540820.0,-132922463.0,-113827393.0,-96391835.0,-21157520.0,POOL_1_HISTORICAL_POSITION_VALUE
Arbitrage Present,37938.0,-10872434939178.0,-286584293.8261901,83069146.9075682,-315120749.0,69755829.0,-485936229.0,0.0,37938.0,0.0,0.0,-485936229.0,-338093244.0,-332436209.0,-326627667.0,-320542057.0,-315120749.0,-309590185.0,-281854186.0,-220400662.0,-171290060.0,POOL_1_HISTORICAL_POSITION_VALUE
Arbitrage Not Present,1970054.0,-401607505431181.0,-203856089.9504181,144781636.4179149,-174977654.0,72038801.0,-495474347.0,0.0,1970054.0,0.0,0.0,-495474347.0,-435060602.0,-379582289.0,-274054972.0,-211968804.0,-174977200.0,-131899796.0,-113130237.0,-95510050.0,-20454354.0,POOL_1_HISTORICAL_POSITION_VALUE
Population,2007992.0,-416976013354384.0,-207658204.4920418,327312152.350437,-15108622.0,67870006.0,-834842792.0,0.0,2007992.0,0.0,0.0,-834842792.0,-779113751.0,-717896008.0,-179273134.0,-48469374.0,-15108082.0,-598184.0,13851652.0,20716075.0,28534739.0,POOL_2_HISTORICAL_POSITION_VALUE
Arbitrage Present,37938.0,-10560353251576.0,-278358196.309136,252575896.02385655,-198639876.5,67870006.0,-834841541.0,0.0,37938.0,0.0,0.0,-834841541.0,-638928871.0,-556132123.0,-425540696.0,-330039174.0,-198635396.0,-136347655.0,-73151540.0,-24934737.0,12298451.0,POOL_2_HISTORICAL_POSITION_VALUE
Arbitrage Not Present,1970054.0,-406415660102808.0,-206296710.70072597,328435311.6210228,-14817105.0,67870006.0,-834842792.0,0.0,1970054.0,0.0,0.0,-834842792.0,-779373121.0,-718648176.0,-176414147.0,-47898544.0,-14817105.0,5366506.0,14087498.0,20972987.0,28582885.0,POOL_2_HISTORICAL_POSITION_VALUE
Population,2007992.0,-589625371.0,-293.63930284582807,664.5528464265165,-169.0,1310.0,-7476.0,6080.0,2001912.0,0.0,0.0,-7476.0,-733.0,-520.0,-376.0,-259.0,-171.0,-94.0,-34.0,10.0,86.0,POOL_1_DAILY_VOL_POSITION
Arbitrage Present,37938.0,-81513072.0,-2148.586430491855,2332.756506689158,-1218.0,1306.0,-7267.0,19.0,37919.0,0.0,0.0,-7267.0,-5904.0,-4729.0,-3467.0,-2339.0,-1221.0,-610.0,-306.0,-108.0,130.0,POOL_1_DAILY_VOL_POSITION
Arbitrage Not Present,1970054.0,-508112299.0,-257.9179550408263,527.0738848173362,-166.0,1310.0,-7476.0,6061.0,1963993.0,0.0,0.0,-7476.0,-707.0,-508.0,-366.0,-252.0,-167.0,-91.0,-33.0,11.0,85.0,POOL_1_DAILY_VOL_POSITION
Population,2007992.0,365861096.0,182.20246694209936,1811.3855148307468,3.0,21858.0,-2858.0,45812.0,1962180.0,0.0,0.0,-2858.0,-50.0,-28.0,-15.0,-5.0,4.0,12.0,25.0,41.0,69.0,POOL_2_DAILY_VOL_POSITION
Arbitrage Present,37938.0,237282035.0,6254.4687384680265,7325.9861845328405,3130.5,21844.0,-2847.0,95.0,37843.0,0.0,0.0,-2847.0,-138.0,-30.0,16.0,123.0,3182.0,6898.0,10629.0,14367.0,18088.0,POOL_2_DAILY_VOL_POSITION
Arbitrage Not Present,1970054.0,128579061.0,65.2667698448875,1259.7809143697737,3.0,21858.0,-2858.0,45717.0,1924337.0,0.0,0.0,-2858.0,-49.0,-28.0,-15.0,-5.0,4.0,12.0,24.0,39.0,65.0,POOL_2_DAILY_VOL_POSITION
Population,2007992.0,-2961699205308.4224,-1474955.6797578987,13414789.12741548,-573566.0286290005,73401255.281494,-94611941.26883301,353.0,2007639.0,0.0,0.0,-94611941.26883301,-13291054.169872,-7511325.208516,-4195345.061004,-2106174.608716,-574711.5357240001,621656.924019,2234056.5787420003,4879263.304739001,10201581.151542999,POOL_1_DAILY_VAL_POSITION
Arbitrage Present,37938.0,-805339599143.8579,-21227782.14834356,20954089.873071313,-19037706.119395502,72042753.112189,-94351583.550817,0.0,37938.0,0.0,0.0,-94351583.550817,-37987095.263545,-33149458.223291,-28913742.179522,-23463960.873912,-19037200.852743,-15031296.969109,-11139758.914259,-6746842.716374998,-82894.21200399997,POOL_1_DAILY_VAL_POSITION
Arbitrage Not Present,1970054.0,-2156359606164.563,-1094568.7814468858,12934777.266152639,-478882.9706354999,73401255.281494,-94611941.26883301,353.0,1969701.0,0.0,0.0,-94611941.26883301,-12342137.784216,-7039481.085129,-3926063.712513,-1946496.9273589996,-479873.15222499997,699059.9095099997,2317368.395422,4973827.614089,10279465.546492,POOL_1_DAILY_VAL_POSITION
Population,2007992.0,-14844867676789.02,-7392891.842591514,57611336.48008103,-22891.651483999995,72552655.806363,-669122288.127854,20849.0,1987143.0,0.0,0.0,-669122288.127854,-5294145.982505,-2203224.6442400003,-1121631.5812350002,-479446.87832099997,-41641.99093000004,260742.1875,839289.786959,1852666.1216590002,4168929.482194,POOL_2_DAILY_VAL_POSITION
Arbitrage Present,37938.0,-8130418457950.288,-214308040.96025854,219923600.430897,-117782292.3681275,72552655.806363,-668489360.375769,27.0,37911.0,0.0,0.0,-668489360.375769,-584257862.612161,-448832247.680971,-358442972.146886,-257808974.62380102,-117799917.239823,-68004155.077484,-25576597.633913,-3676778.2409159997,622167.3382330001,POOL_2_DAILY_VAL_POSITION
Arbitrage Not Present,1970054.0,-6714449218838.729,-3408256.4329905314,40140246.45609709,-5016.649799000001,72552655.806363,-669122288.127854,20822.0,1949232.0,0.0,0.0,-669122288.127854,-4567266.069618,-2033854.878688,-1014950.825829,-429834.927978,-15065.337953999999,280336.941159,872264.727525,1882456.560981,4210632.920142,POOL_2_DAILY_VAL_POSITION
Population,2007992.0,-991357719258.8641,-493706.0104118264,4597328.515439531,-165.55059799999998,29993018.834854998,-77713556.80264801,2424.0,2005568.0,0.0,0.0,-77713556.80264801,-149247.75056100002,-32664.471924,-6641.315178000001,-1637.7018199999998,-171.008779,654.850265,4000.0,23276.103686000002,126992.1875,TRADER1_60M_net_val
Arbitrage Present,37938.0,-986735556357.7438,-26009161.167108014,21149193.346777342,-33697406.250689,29993018.834854998,-77713556.80264801,47.0,37891.0,0.0,0.0,-77713556.80264801,-33697406.250689,-33697406.250689,-33697406.250689,-33697406.250689,-33697406.250689,-33697406.250689,-2872335.758568001,-268985.580171,139363.863312,TRADER1_60M_net_val
Arbitrage Not Present,1970054.0,-4622162901.120096,-2346.211271934727,387775.9491695624,-114.066329,29993018.834854998,-77713556.80264801,2377.0,1967677.0,0.0,0.0,-77713556.80264801,-124120.74266,-25925.062330999997,-5733.049977999999,-1425.873412,-117.74536900000001,750.320929,4188.516798000001,24098.890428,126953.125,TRADER1_60M_net_val
Population,2007992.0,508353577.0,253.1651405981697,2323.010492974702,2.0,22201.0,1.0,0.0,2007992.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,6.0,TRADER1_60M_total_vol
Arbitrage Present,37938.0,501239327.0,13212.065132584743,10696.505472443932,22200.0,22200.0,1.0,0.0,37938.0,0.0,0.0,1.0,4.0,8.0,40.0,2784.0,22200.0,22200.0,22200.0,22200.0,22200.0,TRADER1_60M_total_vol
Arbitrage Not Present,1970054.0,7114250.0,3.611195429160825,28.252280558126152,2.0,22201.0,1.0,0.0,1970054.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,6.0,TRADER1_60M_total_vol
Population,2007992.0,-149596725.0,-74.5006578711469,726.430062244759,0.0,1275.0,-6929.0,287681.0,1720311.0,0.0,0.0,-6929.0,-3.0,-2.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,2.0,TRADER1_60M_net_position
Arbitrage Present,37938.0,-150123681.0,-3957.0794717697295,3542.279416135282,-6928.0,1275.0,-6928.0,2204.0,35734.0,0.0,0.0,-6928.0,-6928.0,-6928.0,-6928.0,-6928.0,-6928.0,-6928.0,-1.0,1.0,56.0,TRADER1_60M_net_position
Arbitrage Not Present,1970054.0,526956.0,0.26748302330799056,18.68712991468154,0.0,1275.0,-6929.0,285477.0,1684577.0,0.0,0.0,-6929.0,-2.0,-2.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,2.0,TRADER1_60M_net_position
Population,2007992.0,-15037765619292.08,-7488956.937722899,69052846.79547776,0.0,13002917.761696,-658930701.436285,93451.0,1914541.0,0.0,0.0,-658930701.436285,-88749.946939,-17306.469715,-2701.355333,-488.653203,28.293596,900.0,3617.961873,28432.107078,89561.209544,TRADER2_60M_net_val
Arbitrage Present,37938.0,-15037618558802.424,-396373518.86769,313402006.9188369,-658930701.436285,13002917.761696,-658930701.436285,84.0,37854.0,0.0,0.0,-658930701.436285,-658930701.436285,-658930701.436285,-658930701.436285,-658930701.436285,-658930701.436285,-122512358.322166,-2418092.962393,-45951.039702,48669.012732,TRADER2_60M_net_val
Arbitrage Not Present,1970054.0,-147060489.6587515,-74.64794856321272,549554.9921011804,1.0,13002917.761696,-122512358.322166,93367.0,1876687.0,0.0,0.0,-122512358.322166,-76009.290806,-12469.993143,-2314.438253,-397.899225,49.526467,987.777236,3807.115443,29814.769822,89894.500328,TRADER2_60M_net_val
Population,2007992.0,599061099.0,298.3383892963717,2318.648764870135,30.0,22200.0,1.0,0.0,2007992.0,0.0,0.0,1.0,4.0,8.0,13.0,21.0,30.0,43.0,61.0,87.0,131.0,TRADER2_60M_total_vol
Arbitrage Present,37938.0,501399319.0,13216.282329063208,10691.29903354273,22200.0,22200.0,1.0,0.0,37938.0,0.0,0.0,1.0,8.0,21.0,75.0,2784.0,22200.0,22200.0,22200.0,22200.0,22200.0,TRADER2_60M_total_vol
Arbitrage Not Present,1970054.0,97661780.0,49.57314875632851,55.76032614254156,30.0,2784.0,1.0,0.0,1970054.0,0.0,0.0,1.0,4.0,8.0,13.0,20.0,30.0,42.0,59.0,84.0,125.0,TRADER2_60M_total_vol
Population,2007992.0,477730561.0,237.91457386284407,2288.607838466412,1.0,21862.0,-2712.0,123092.0,1884900.0,0.0,0.0,-2712.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,TRADER2_60M_net_position
Arbitrage Present,37938.0,477818672.0,12594.72486688808,11026.927025709647,21862.0,21862.0,-2712.0,705.0,37233.0,0.0,0.0,-2712.0,-5.0,-1.0,1.0,44.0,21862.0,21862.0,21862.0,21862.0,21862.0,TRADER2_60M_net_position
Arbitrage Not Present,1970054.0,-88111.0,-0.04472516996996021,6.852713025920684,0.0,99.0,-2712.0,122387.0,1847667.0,0.0,0.0,-2712.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,TRADER2_60M_net_position
Population,2007992.0,-1009001843478.6654,-502492.9598716854,4690856.080224066,-1921.3233139999709,29993018.834854998,-77713556.80264801,474.0,2007518.0,0.0,0.0,-77713556.80264801,-608583.8345890002,-255431.42463999754,-110523.4283090001,-30490.366137999867,-1931.674637,9090.142157999882,73562.69940700465,199445.33668700545,485988.118948,SMART_CONTRACT_POOL1_60M_net_val
Arbitrage Present,37938.0,-987157119325.7413,-26020273.05935319,21161262.24338236,-33697406.250689,29993018.834854998,-77713556.80264801,41.0,37897.0,0.0,0.0,-77713556.80264801,-33697406.250689,-33697406.250689,-33697406.250689,-33697406.250689,-33697406.250689,-33697406.250689,-3642615.696401,-403994.32394,202572.35639899995,SMART_CONTRACT_POOL1_60M_net_val
Arbitrage Not Present,1970054.0,-21844724152.924763,-11088.38851773848,1011750.04889106,-1335.6312375,29993018.834854998,-77713556.80264801,433.0,1969621.0,0.0,0.0,-77713556.80264801,-534675.773895,-232497.31273499998,-100334.89660999998,-26054.355244999984,-1344.489786,10544.306434999986,76887.813469,202790.19291500168,488749.4443749996,SMART_CONTRACT_POOL1_60M_net_val
Population,2007992.0,585785862.0,291.727189152148,2319.3106062058287,19.0,22201.0,1.0,0.0,2007992.0,0.0,0.0,1.0,2.0,4.0,8.0,12.0,19.0,39.0,69.0,87.0,110.0,SMART_CONTRACT_POOL1_60M_total_vol
Arbitrage Present,37938.0,501554573.0,13220.374637566556,10686.287492891674,22200.0,22200.0,1.0,0.0,37938.0,0.0,0.0,1.0,8.0,24.0,121.0,2784.0,22200.0,22200.0,22200.0,22200.0,22200.0,SMART_CONTRACT_POOL1_60M_total_vol
Arbitrage Not Present,1970054.0,84231289.0,42.7558275052359,53.58049626156262,18.0,22201.0,1.0,0.0,1970054.0,0.0,0.0,1.0,2.0,4.0,7.0,12.0,18.0,36.0,68.0,86.0,107.0,SMART_CONTRACT_POOL1_60M_total_vol
Population,2007992.0,-154168889.0,-76.77764104637868,726.3163183606763,-1.0,1275.0,-6929.0,155211.0,1852781.0,0.0,0.0,-6929.0,-19.0,-9.0,-5.0,-3.0,-1.0,-1.0,2.0,4.0,9.0,SMART_CONTRACT_POOL1_60M_net_position
Arbitrage Present,37938.0,-150140087.0,-3957.5119141757605,3541.8065927657526,-6928.0,1275.0,-6928.0,1357.0,36581.0,0.0,0.0,-6928.0,-6928.0,-6928.0,-6928.0,-6928.0,-6928.0,-6928.0,-3.0,2.0,56.0,SMART_CONTRACT_POOL1_60M_net_position
Arbitrage Not Present,1970054.0,-4028802.0,-2.045021100944441,22.942487019272768,-1.0,1275.0,-6929.0,153854.0,1816200.0,0.0,0.0,-6929.0,-18.0,-9.0,-5.0,-3.0,-1.0,1.0,2.0,4.0,9.0,SMART_CONTRACT_POOL1_60M_net_position
Population,2007992.0,-15032047545708.697,-7486109.280170786,69055050.94531313,0.0,25696398.414532,-658930701.436285,93854.0,1914138.0,0.0,0.0,-658930701.436285,-179909.702385,-58008.274565,-10859.321693000002,-1312.916112,53.84591399999999,2266.062181,17139.579728,66666.204605,169453.125,SMART_CONTRACT_POOL2_60M_net_val
Arbitrage Present,37938.0,-15039891004349.885,-396433417.79613805,313333245.28687257,-658930701.436285,12900520.657673,-658930701.436285,87.0,37851.0,0.0,0.0,-658930701.436285,-658930701.436285,-658930701.436285,-658930701.436285,-658930701.436285,-658930701.436285,-122512358.322166,-3337069.965844,-83488.849897,77632.19365700003,SMART_CONTRACT_POOL2_60M_net_val
Arbitrage Not Present,1970054.0,7843458641.187289,3981.341953665884,695833.304682167,0.544491,25696398.414532,-122512358.322166,93767.0,1876287.0,0.0,0.0,-122512358.322166,-152027.398722,-50674.54513199998,-8637.327655000008,-1040.916774,100.0,2500.0,18113.82718199995,67909.672166,170360.216954,SMART_CONTRACT_POOL2_60M_net_val
Population,2007992.0,671571645.0,334.4493628460671,2315.265431988771,71.0,22200.0,1.0,0.0,2007992.0,0.0,0.0,1.0,9.0,19.0,33.0,50.0,71.0,94.0,119.0,149.0,192.0,SMART_CONTRACT_POOL2_60M_total_vol
Arbitrage Present,37938.0,501820437.0,13227.382492487743,10677.667971722882,22200.0,22200.0,1.0,0.0,37938.0,0.0,0.0,1.0,15.0,49.0,179.0,2784.0,22200.0,22200.0,22200.0,22200.0,22200.0,SMART_CONTRACT_POOL2_60M_total_vol
Arbitrage Not Present,1970054.0,169751208.0,86.16576398413444,73.54853863246726,70.0,2784.0,1.0,0.0,1970054.0,0.0,0.0,1.0,8.0,19.0,33.0,50.0,70.0,92.0,117.0,146.0,186.0,SMART_CONTRACT_POOL2_60M_total_vol
Population,2007992.0,-161774435.0,-80.56527864652847,725.9081175210459,-3.0,1275.0,-6928.0,98434.0,1909558.0,0.0,0.0,-6928.0,-30.0,-19.0,-12.0,-7.0,-4.0,-1.0,2.0,5.0,12.0,SMART_CONTRACT_POOL2_60M_net_position
Arbitrage Present,37938.0,-150166452.0,-3958.2068638304604,3541.0229580667956,-6928.0,1275.0,-6928.0,953.0,36985.0,0.0,0.0,-6928.0,-6928.0,-6928.0,-6928.0,-6928.0,-6928.0,-6928.0,-5.0,2.0,56.0,SMART_CONTRACT_POOL2_60M_net_position
Arbitrage Not Present,1970054.0,-11607983.0,-5.892215644850344,22.360422779750994,-3.0,1275.0,-223.0,97481.0,1872573.0,0.0,0.0,-223.0,-29.0,-18.0,-12.0,-7.0,-4.0,-1.0,2.0,5.0,12.0,SMART_CONTRACT_POOL2_60M_net_position
Population,2007992.0,-297.2603591053862,-0.00014803861723820921,0.0017071555008908413,-0.00022403367159165,0.0927668750879938,-0.0758370534194627,3.0,2007989.0,0.0,0.0,-0.0758370534194627,-0.0023435372969408,-0.001875793042176,-0.0013285008888725,-0.0007766858815895,-0.0002240341588232,0.0003542459236454,0.0009416542723146,0.0015522288733445,0.0022204199963346,percent_change_1min_lag
Arbitrage Present,37938.0,-42.24622913700175,-0.001113559732642779,0.002551071238887234,-0.0023063116733577,0.0570196554988373,-0.0529266885654068,0.0,37938.0,0.0,0.0,-0.0529266885654068,-0.0023063116733577,-0.0023063116733577,-0.0023063116733577,-0.0023063116733577,-0.0023063116733577,-0.0023063116733577,-0.0010872956457097,0.0013510618472547,0.002108024824015,percent_change_1min_lag
Arbitrage Not Present,1970054.0,-255.01412996838417,-0.00012944524869287042,0.0016813334825929649,-0.0001982235564822,0.0927668750879938,-0.0758370534194627,3.0,1970051.0,0.0,0.0,-0.0758370534194627,-0.0023472811967835,-0.0018253261448053,-0.0012885086588683,-0.0007437321027001,-0.0001982206255463,0.000372029314103,0.0009498381100547,0.0015609629620086,0.0022233422635199,percent_change_1min_lag
Population,2007992.0,-245.03927530757628,-0.00012203199779061684,0.0016731403512813292,-0.0001993717494548,0.0927668750879938,-0.0758370534194627,13.0,2007979.0,0.0,0.0,-0.0758370534194627,-0.0023328598858828,-0.00179672173529,-0.0012562700328549,-0.0007063472717581,-0.0001993717494548,0.0003559068351866,0.0009379692486685,0.0015519006750976,0.0022165798622394,percent_change_5min_lag
Arbitrage Present,37938.0,3.970118946899382,0.0001046475551399489,0.0017221448621949922,-0.0001993717494548,0.0282308023135207,-0.0288408082444333,0.0,37938.0,0.0,0.0,-0.0288408082444333,-0.0012530092589899,-0.0001993717494548,-0.0001993717494548,-0.0001993717494548,-0.0001993717494548,-0.0001993717494548,-0.0001993717494548,0.0013048271906284,0.0018164613494036,percent_change_5min_lag
Arbitrage Not Present,1970054.0,-249.00939425447578,-0.0001263972430473864,0.0016718814109477767,-0.00019334592352519998,0.0927668750879938,-0.0758370534194627,13.0,1970041.0,0.0,0.0,-0.0758370534194627,-0.0023372900089537,-0.001810438584514,-0.0012769903169064,-0.000734639501292,-0.0001933508164466,0.0003735449196541,0.0009474888246984,0.0015539093985444,0.0022195802831939,percent_change_5min_lag
Population,2007992.0,-188.72417666934652,-9.398651820791444e-05,0.0016745994874409736,-0.0001528363027974,0.0927668750879938,-0.0758370534194627,27.0,2007965.0,0.0,0.0,-0.0758370534194627,-0.0023277236831492,-0.0017865309197922,-0.0012485716547704,-0.0007009279656538,-0.0001528730600326,0.0004221835198559,0.0010000420995096,0.0016153849419212,0.0022176632358643,percent_change_10min_lag
Arbitrage Present,37938.0,52.78573864797284,0.0013913685130468882,0.00165246710596947,0.0022176632358643,0.0355397109136686,-0.0758370534194627,0.0,37938.0,0.0,0.0,-0.0758370534194627,-0.0012662401649351,0.0005978284629338,0.0014363039998479,0.0022176632358643,0.0022176632358643,0.0022176632358643,0.0022176632358643,0.0022176632358643,0.0022176632358643,percent_change_10min_lag
Arbitrage Not Present,1970054.0,-241.50991531731947,-0.00012259050529443328,0.0016620462014194262,-0.0001886788508995,0.0927668750879938,-0.0758370534194627,27.0,1970027.0,0.0,0.0,-0.0758370534194627,-0.002332622030053,-0.0018002289726666,-0.0012696170948293,-0.0007294804108015,-0.0001887151500404,0.0003763596329832,0.000951974152578,0.001555342656774,0.0022176619992436,percent_change_10min_lag
Population,2007992.0,-286.7518680587437,-0.0001428052841140521,0.0016547944836895583,-0.00022209666334435,0.0738601025724332,-0.0758370534194627,62.0,2007930.0,0.0,0.0,-0.0758370534194627,-0.0023232863294318,-0.0017816527311887,-0.001311606812209,-0.0007655614834745,-0.0002222515052759,0.0003443246935563,0.0009221067645675,0.0015264752089687,0.0021987997021366,percent_change_30min_lag
Arbitrage Present,37938.0,-42.62744760876684,-0.0011236081925448586,0.0014030170609801947,-0.0017381685677561,0.0130917028804337,-0.0171724069690378,0.0,37938.0,0.0,0.0,-0.0171724069690378,-0.0017381685677561,-0.0017381685677561,-0.0017381685677561,-0.0017381685677561,-0.0017381685677561,-0.0017381685677561,-0.0017167866640861,-0.0005657773166701,0.0013223438681564,percent_change_30min_lag
Arbitrage Not Present,1970054.0,-244.12442044997684,-0.00012391762888224223,0.0016535688564547739,-0.0001863560523607,0.0738601025724332,-0.0758370534194627,62.0,1969992.0,0.0,0.0,-0.0758370534194627,-0.0023285023991556,-0.0017945062841038,-0.0012656862125614,-0.000726381287407,-0.0001864519895876,0.0003712778573491,0.0009418214286909,0.0015400936445692,0.0022053224224205,percent_change_30min_lag
Population,2007992.0,-249.65316637877223,-0.00012432976146258164,0.0016429159045983424,-0.0001552865312068,0.0927668750879938,-0.0758370534194627,158.0,2007834.0,0.0,0.0,-0.0758370534194627,-0.0023180201739875,-0.0017727774280521,-0.00123869406992,-0.0006943999915599,-0.0001555392239808,0.0003428062054347,0.0009071386968616,0.0015146649132559,0.0021911449001432,percent_change_60min_lag
Arbitrage Present,37938.0,2.50193180392148,6.594790985084822e-05,0.001229468388932712,-0.0001213563388035,0.0363949351027327,-0.025495311203033,0.0,37938.0,0.0,0.0,-0.025495311203033,-0.0009900819149252,-0.0001213563388035,-0.0001213563388035,-0.0001213563388035,-0.0001213563388035,-0.0001213563388035,-0.0001213563388035,0.000902821901896,0.0015412344686018,percent_change_60min_lag
Arbitrage Not Present,1970054.0,-252.15509818269362,-0.00012799400330279964,0.0016496461538640728,-0.00019225151960095,0.0927668750879938,-0.0758370534194627,158.0,1969896.0,0.0,0.0,-0.0758370534194627,-0.0023237490130982,-0.0017859268667239,-0.0012596957605706,-0.0007241436206704,-0.0001924454634691,0.0003613558700716,0.0009265964665868,0.0015267287132489,0.0021959626417575,percent_change_60min_lag
